keyword,title,link,authors,journal,year,snippet,full_abstract,pdf_url
chess,Trueskill through time: Revisiting the history of chess,https://proceedings.neurips.cc/paper/2007/hash/9f53d83ec0691550f7d2507d57f4f5a2-Abstract.html,"P Dangauthier, R Herbrich, T Minka…",Advances in neural …,2007,… In light of the above previous work on historical chess ratings the goal of this paper is to introduce a fully probabilistic model of chess ratings through time which explicitly accounts for …,,https://proceedings.neurips.cc/paper_files/paper/2007/file/9f53d83ec0691550f7d2507d57f4f5a2-Paper.pdf
chess,How computers play chess,https://link.springer.com/content/pdf/10.1007/978-3-642-85538-2_2?pdf=chapter%20toc,"D Levy, M Newborn",… Chess and Computers: Chess and Computers and …,1982,… The device used by a chess program to look ahead from a chess position is called a tree. Trees are not peculiar to chess programs but are used in a variety of programs that solve …,,https://link.springer.com/content/pdf/10.1007/978-3-642-85538-2_2?pdf=chapter%20toc
chess,Lasker's manual of chess,https://books.google.com/books?hl=en&lr=&id=XcvDAgAAQBAJ&oi=fnd&pg=PP1&dq=chess&ots=vn3bJ60xZ9&sig=HCloX4ZGNombk9gbUiL3nCEVFKc,E Lasker,2013,2013,Emanuel Lasker was probably the greatest chess player of modern times. Certainly no man has ever held the world championship longer—28 years—or kept his powers so long. In his …,,https://www.russell-enterprises.com/s/laskers_manual_excerpt.pdf
chess,Chess 4.5: The northwestern university chess program,https://link.springer.com/content/pdf/10.1007/978-1-4757-1968-0_9?pdf=chapter%20toc,"D Slate, L Atkin",Computer chess compendium,1977,"… program, comprising CHESS 4.0 and the minor improvements that have led to CHESS 4.5. … which in terms of chess-playing methods was not very different from CHESS 3.6, but which in …",,https://link.springer.com/content/pdf/10.1007/978-1-4757-1968-0_9?pdf=chapter%20toc
chess,Using patterns and plans in chess,https://www.sciencedirect.com/science/article/pii/0004370280900399,D Wilkins,Artificial intelligence,1980,"… Chess has been one of the most popular domains for AI research, yet brute force searching programs with little chess knowledge play better chess than programs with more chess …",,
chess,The psychology of chess,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9781315441887&type=googlepdf,F Gobet,2018,2018,"… The first books on chess were written in the 9th century, but did not survive to our day. It is … that chess was introduced to Europe, through Spain and Sicily. By the 13th century, chess was …",,https://masterinchess.com/Media/2025/10/The-Psychology-Of-Chess-by-Fernand-Gobet.pdf
chess,Chess expertise in children,https://onlinelibrary.wiley.com/doi/abs/10.1002/acp.2350040204,"DD Horgan, D Morgan",Applied cognitive psychology,1990,"… features of children’s chess play and on some … , chess is a situation in which humans can make unusually sound decisions. The literature on expertise has focused on chess and chess …",,http://www.uschesstrust.org/wp-content/uploads/2007/08/chess-expertise-in-children-by-dianne-d-horgan-and-david-morgan1.pdf
chess,Expertise in chess,https://bura.brunel.ac.uk/handle/2438/1475,F Gobet,2006,2006,"… the best moves to play in a chess game, starting from early perceptual processes … chess players. We also describe how human players acquire the knowledge necessary to play chess …",,https://bura.brunel.ac.uk/bitstream/2438/1475/1/Gobet-Charness-CUP-chess%20expertise.pdf
chess,Search in chess: Age and skill differences.,https://psycnet.apa.org/journals/xhp/7/2/467/,N Charness,… of Experimental Psychology: Human Perception and …,1981,34 chess players 16–64 yrs old varying in skill generated think-aloud protocols for each of 4 chess positions. Findings indicate that (a) more skilled players search more extensively and …,,
chess,Chess skill in man and machine,https://books.google.com/books?hl=en&lr=&id=9-3pBwAAQBAJ&oi=fnd&pg=PA1&dq=chess&ots=5lBKHBeNQ7&sig=4Fl8VJqxS-VwgXJW_7odW_A3XH0,PW Frey,2012,2012,"… level of achievement in machine chess. In addition, the new … Chess Association, the establishment of several major prizes for chess programs, and developments in microcomputer chess…",,
chess,Computer chess,https://books.google.com/books?hl=en&lr=&id=KKGjBQAAQBAJ&oi=fnd&pg=PP1&dq=chess&ots=L2cm-a0tuJ&sig=yJTHfco7h7zknbaqYwag3K0bNJg,M Newborn,2014,2014,"… * A chess heuristic might be defined as a chess rule of thumb. For example, one chess … The most outstanding chess player in the United States to have written a chess program so …",,
chess,Expertise in chess: The balance between knowledge and search,https://books.google.com/books?hl=en&lr=&id=YaXOdNnCmA4C&oi=fnd&pg=PA39&dq=chess&ots=HJsI_VOIKV&sig=Iw4H5a03ke6HOgLDcVgfcjEPy-E,N Charness,Toward a general theory of expertise: Prospects …,1991,"… chess players, computer chess programs, will be examined. Psychological investigations of human chess … Then the knowledge base that humans have developed about chess will be …",,
chess,On the complexity of chess,http://rohitsharma.net/wp-content/uploads/2019/09/1-s2.0-0022000083900302-main.pdf,JA Storer,Journal of computer and system sciences,1983,"… a wide class of generalizations of chess to an NxN board, it … that exponentially long generalized chess games are not in … long games are allowed, generalized chess is exponential-time …",,http://rohitsharma.net/wp-content/uploads/2019/09/1-s2.0-0022000083900302-main.pdf
chess,A short history of chess,https://books.google.com/books?hl=en&lr=&id=PQBpr6KAdHkC&oi=fnd&pg=PP13&dq=chess&ots=o34PKtpp-I&sig=MDfyBTXH0zR6nwzZ4uMRSa1KcB8,HA Davidson,2012,2012,"… What preceded that period belongs to the prehistory of chess, reviewed in Chapter 9 of this book. Our present chess era is the last of a chain of five periods of chess history. These five …",,
chess,A simulation of memory for chess positions,https://www.sciencedirect.com/science/article/pii/0010028573900248,"HA Simon, K Gilmartin",Cognitive psychology,1973,… on a chess board. Thus it can attempt to simulate the long-term pattern memory of a weak chess player (few patterns stored) or of a chess … One part detects the salient pieces in a chess …,,
chess,Computer v. chess-player,https://www.jstor.org/stable/24941033,"A Bernstein, M de V. Roberts",Scientific American,1958,Chess is not only one of the most engaging but also one of the most sophisticated of human activities. The game is so old that we cannot say when or where it was invented; millions of …,,http://archive.computerhistory.org/projects/chess/related_materials/text/2-2.Computer_V_ChessPlayer.Bernstein_Roberts.Scientific_American.June-1958/Computer_V_ChessPlayer.Bernstein_Roberts.Scientific_American.June-1958.062303059.pdf
chess,A psychometric analysis of chess expertise,https://scholarlypublishingcollective.org/uip/ajp/article-abstract/118/1/29/uip,HLJ Van Der Maas…,The American …,2005,"… of active chess players showed that the ACT is a very reliable test for chess expertise and … Several hypotheses about the relationships between chess expertise, chess knowledge, …",,https://www.ejwagenmakers.com/2005/VanderMaasWagenmakersACTpaper.pdf
chess,Computer chinese chess,https://www.researchgate.net/profile/Shi-Jim-Yen-2/publication/298870890_Computer_Chinese_Chess/links/00b495392727d4d62d000000/Computer-Chinese-Chess.pdf,"SJYJC Chen, TN Yang, SC Hsu",ICGA journal,2004,"This article describes the current state of computer Chinese chess (Xiang Qi). For two reasons, Chinese-chess programming is important in the field of Artificial Intelligence. First, …",,https://www.researchgate.net/profile/Shi-Jim-Yen-2/publication/298870890_Computer_Chinese_Chess/links/00b495392727d4d62d000000/Computer-Chinese-Chess.pdf
chess,The relationship between cognitive ability and chess skill: A comprehensive meta-analysis,https://www.sciencedirect.com/science/article/pii/S0160289616301593,"AP Burgoyne, G Sala, F Gobet, BN Macnamara…",Intelligence,2016,"Why are some people more skilled in complex domains than other people? Here, we conducted a meta-analysis to evaluate the relationship between cognitive ability and skill in chess. …",,https://eprints.lse.ac.uk/102241/1/INTELL_2016_117_The_Relationship_between_Cognitive_Ability_and_Chess_Skill_a_Comprehensive_Meta_Analysis.pdf?ref=offerspill.com
chess,Chess and Education.,https://eric.ed.gov/?id=EJ1400719,G Karakus,Educational Considerations,2023,… This review presents how chess improves student abilities and underlines inferences about chess … studies about chess instruction in the literature express the effect of chess on students’ …,,https://files.eric.ed.gov/fulltext/EJ1400719.pdf
chess,Expertise in chess and bridge,https://www.taylorfrancis.com/chapters/edit/10.4324/9780203761618-9/expertise-chess-bridge-neil-charness,N Charness,Complex information processing,2013,"… for age-related differences in recall ability among chess players equated in chess skill (Charness, 1981c). The view that chess skill is due primarily to practice differences rather than …",,
chess,Hierarchical analysis of behavior in competition: Prediction in chess,https://onlinelibrary.wiley.com/doi/abs/10.1002/bs.3830250303,"TL Saaty, LG Vargas",Behavioral science,1980,In this paper we use the analytic hierarchy process to combine technical and behavioral characteristics of chess players and predict the outcome of a championship match. The method …,,
